pe_ratio,crest_factor,spectral_slope,gd_variance,class
2.6559832096099854,2.453648090362549,-0.001413898627391059,656186.850831645,Voz
1.0720340013504028,2.8358511924743652,-0.0008631121566281645,25818.469165405353,Voz
0.8980323672294617,2.2261409759521484,-0.0008006425808590966,35630.96316250219,Voz
0.9287069439888,2.2247142791748047,-0.001447880875539672,458532.8563021769,Voz
1.529352068901062,3.3986244201660156,-0.0009600456275049043,122765.82693317521,Voz
0.274037629365921,3.4959349632263184,-0.0014588493175561703,151349.27791972607,Voz
0.9476258754730225,2.2436161041259766,-0.0011985109516042792,526677.6013936157,Voz
1.2163866758346558,2.593876600265503,-0.0009651232769901279,1007426.1890028574,Voz
1.4530240297317505,2.0559470653533936,-0.001017103099034831,137480.82777877862,Voz
1.049425482749939,2.7040553092956543,-0.0007430709770259746,104222.94663321094,Voz
0.946245014667511,2.2103941440582275,-0.0012752536100233737,560319.4678281135,Voz
0.38474801182746887,3.55861234664917,-0.0009536389070691127,241076.7806633379,Voz
0.8564955592155457,2.139885902404785,-0.0014916350764799366,25669525.190729763,Voz
1.0168386697769165,2.525918483734131,-0.00066657263157756,8653.517994126627,Voz
0.7687179446220398,1.8539469242095947,-0.000873277264335949,51856.148335320875,Voz
0.8981888890266418,2.698558807373047,-0.0009585065266738715,424120.29301663296,Voz
1.044203281402588,3.48370623588562,-0.0006268732575685408,41813.16185829087,Voz
1.3153409957885742,2.6317079067230225,-0.0010652840883377706,169082.696759268,Voz
0.9846944212913513,2.3971571922302246,-0.0006770625797671261,37129.85428017271,Voz
1.3016071319580078,3.222419261932373,-0.0006875183130833302,32449.08603731861,Voz
1.1308791637420654,2.676663875579834,-0.0013748995565832102,258010.96262001747,Voz
0.0,31.99999999999461,0.0,7.263655756049987e-18,Click_M1
0.0,31.999999999994184,0.0,8.450323529432627e-18,Click_M1
0.0,31.99999999999895,0.0,2.764374615409868e-19,Click_M1
0.0,31.999999999998607,0.0,4.863040833120823e-19,Click_M1
0.0,31.999999999998916,0.0,2.9330421706822e-19,Click_M1
0.0,31.999999999998852,0.0,3.29187971200321e-19,Click_M1
0.0,31.999999999989033,0.0,3.005739488923842e-17,Click_M1
0.0,31.999999999992816,0.0,1.289730596258658e-17,Click_M1
0.0,31.999999999998973,0.0,2.6338533341907283e-19,Click_M1
0.0,31.999999999998977,0.0,2.618705395352895e-19,Click_M1
